id,uri,lemma,pos,morpho,principal_parts,prosody,validated
21940,c4494,cubo,v,v1spia--1-,cub cubau cubat,cubo,1
21941,c4495,cubus,n,n-s---mn2-,cub,cubus,1
21942,c4500,cuculla,n,n-s---fn1-,cucull,cuculla,1
21889,c4331,cresco,v,v1spia--3-,cresc creu cret,cresco,1
21876,c4293,credulus,a,aps---mn1-,credul credul credul,credulus,1
21908,21908,crocio,v,v1spia--3-,croci  ,crocio,1
21925,21925,cruente,r,rp--------,cruent,cruente,1
21890,21890,Creta,n,n-s---fn1-,Cret,Creta,0
120003,120003,ossosus,a,aps---mn1-,ossos ossos ossos,ossosus,0
21948,c4547,culina,n,n-s---fn1-,culin,culina,1
21964,c9821,cummi,n,n-s---n---,-,cummi,1
21949,c4556,culmen,n,n-s---nn3-,culmin,culmen,1
21951,c4562,culpa,n,n-s---fn1-,culp,culpa,1
21953,c4566,culpo,v,v1spia--1-,culp culpau culpat,culpo,1
21955,c4571,culter,n,n-s---mn2r,cultr,culter,1
21956,c4572,cultio,n,n-s---fn3-,cultion,cultio,1
21957,c4573,cultor,n,n-s---mn3-,cultor,cultor,1
21958,c9975,cultura,n,n-s---fn1-,cultur,cultura,1
21961,c4578,culus,n,n-s---mn2-,cul,culus,1
21962,c4581,cumba,n,n-s---fn1-,cumb,cumba,1
21963,c4588,cuminum,n,n-s---nn2-,cumin,cuminum,1
21965,c4597,cumprime,r,rp--------,,cumprime,1
21970,c4612,cunctamen,n,n-s---nn3-,cunctamin,cunctamen,1
21981,21981,cupienter,r,rp--------,,cupienter,1
46196,46196,bumammus,n,n-s---mn2-,bumamm bumamm bumamm,bumammus,0
21972,c4614,cunctatio,n,n-s---fn3-,cunctation,cunctatio,1
21974,c4628,cuneus,n,n-s---mn2-,cune,cuneus,1
46164,46164,circumsaeptus,a,aps---mn1-,circumsaept circumsaept circumsaept,circumsaeptus,0
21975,c4630,cunicularius,n,n-s---mn2-,cuniculari,cunicularius,1
21977,c4650,cupa,n,n-s---fn1-,cup,cupa,1
21978,c4646,cuparius,n,n-s---mn2-,cupari,cuparius,1
21980,c4651,cupidus,a,aps---mn1-,cupid cupid cupid,cupidus,1
21947,c4536,culcita,n,n-s---fn1-,culcit,culcita,1
21960,21960,cultus,a,aps---mn1-,cult cult cult,cultus,1
21982,c4656,cupio,v,v1spia--3i,cup cupiu cupit,cupio,1
21967,21967,cumulate,r,rp--------,cumulat,cumulate,1
21983,c4669,cur,r,rp--------,,cur,1
21984,c4670,cura,n,n-s---fn1-,cur,cura,1
21986,c4675,curatio,n,n-s---fn3-,curation,curatio,1
21988,c9976,curatura,n,n-s---fn1-,curatur,curatura,1
21989,c4683,curia,n,n-s---fn1-,curi,curia,1
21990,c4700,curiositas,n,n-s---fn3-,curiositat,curiositas,1
21991,c4702,curiosus,a,aps---mn1-,curios curios curios,curiosus,1
21993,c4706,curo,v,v1spia--1-,cur curau curat,curo,1
21995,c4712,curro,v,v1spia--3-,curr cucurr curs,curro,1
21968,21968,cumulatus,a,aps---mn1-,cumulat cumulat cumulat,cumulatus,1
21996,c5714,currus,n,n-s---mn4-,curr,currus,1
21997,c4717,cursim,r,rp--------,,cursim,1
21998,c4722,cursor,n,n-s---mn3-,cursor,cursor,1
21999,c9977,cursura,n,n-s---fn1-,cursur,cursura,1
22000,c9832,cursus,n,n-s---mn4-,curs,cursus,1
22001,c4726,curto,v,v1spia--1-,curt curtau curtat,curto,1
22002,c4728,curuamen,n,n-s---nn3-,curuamin,curuamen,1
22004,c4734,curuitas,n,n-s---fn3-,curuitat,curuitas,1
22005,c4736,curuo,v,v1spia--1-,curu curuau curuat,curuo,1
22006,c4737,curuor,n,n-s---mn3-,curuor,curuor,1
22007,c4738,curuus,a,aps---mn1-,curu curu curu,curuus,1
22008,c4748,cuspis,n,n-s---fn3-,cuspid,cuspis,1
22009,c4753,custodia,n,n-s---fn1-,custodi,custodia,1
22012,c4762,cutis,n,n-s---fn3i,cut,cutis,1
22014,c4781,cyclus,n,n-s---mn2-,cycl,cyclus,1
113056,i0313,imbricatim,r,rp--------,,imbricatim,0
21971,21971,cunctanter,r,rp--------,cunct,cunctanter,1
21966,c4598,cumprimis,r,rp--------,,cumprimis,1
21992,21992,curis,n,n-s---fn3-,curit,curis,1
22011,22011,custos,n,n-s---cn3-,custod,custos,1
21979,21979,Cupido,n,n-s---mn3-,Cupidin,Cupido,1
46156,c1936,circumuoluo,v,v1spia--3-,circumuolu circumuolu circumuolut,circumuoluo,0
120004,120004,ossuclum,n,n-s---nn2-,ossucl,ossuclum,0
22020,c4803,cymbium,n,n-s---nn2-,cymbi,cymbium,1
22021,c1886,cyprinus,n,n-s---mn2-,cyprin,cyprinus,1
113059,i0315,imbrico,v,v1spia--1-,imbric imbricau imbricat,imbrico,1
22023,d0004,dactylicus,a,aps---mn1-,dactylic dactylic dactylic,dactylicus,1
22024,d0011,daemon,n,n-s---mn3-,daemon,daemon,1
46145,c2311,cognitor,n,n-s---mn3-,cognitor,cognitor,0
22026,d0021,damalio,n,n-s---mn3-,damalion,damalio,1
22018,c4796,cymatium,n,n-s---nn2-,cymati,cymatium,1
22028,d0025,damma,n,n-s---fn1-,damm,damma,1
22027,22027,Damascos,n,n-s---fn2g,Damasc,Damascos,1
22030,d0035,damnifico,v,v1spia--1-,damnific damnificau damnificat,damnifico,1
22031,d0038,damno,v,v1spia--1-,damn damnau damnat,damno,1
22032,d0040,damnosus,a,aps---mn1-,damnos damnos damnos,damnosus,1
22033,d0039,damnum,n,n-s---nn2-,damn,damnum,1
22034,d0041,danista,n,n-s---mn1-,danist,danista,1
22025,22025,daemonion,n,n-s---nn2-,daemoni,daemonion,1
22038,d0067,dator,n,n-s---mn3-,dator,dator,1
22037,22037,dapsiliter,r,rp--------,,dapsiliter,1
22039,d2049,datum,n,n-s---nn2-,dat,datum,1
22041,d0080,dealbo,v,v1spia--1-,dealb dealbau dealbat,dealbo,1
22042,d0082,deambulatio,n,n-s---fn3-,deambulation,deambulatio,1
22044,d0088,dearmo,v,v1spia--1-,dearm dearmau dearmat,dearmo,1
22045,d0089,deartuo,v,v1spia--1-,deartu deartuau deartuat,deartuo,1
22046,d0092,deaurator,n,n-s---mn3-,deaurator,deaurator,1
22047,d0093,deauro,v,v1spia--1-,deaur deaurau deaurat,deauro,1
22048,d0094,debacchatio,n,n-s---fn3-,debacchation,debacchatio,1
22050,d0096,debattuo,v,v1spia--3-,debattu - -,debattuo,1
22051,d0100,debello,v,v1spia--1-,debell debellau debellat,debello,1
22052,d0101,debeo,v,v1spia--2-,deb debu debit,debeo,1
22056,d0106,debilito,v,v1spia--1-,debilit debilitau debilitat,debilito,1
22057,d0108,debitor,n,n-s---mn3-,debitor,debitor,1
22058,d0070,debitum,n,n-s---nn2-,debit,debitum,1
22059,d0130,decanto,v,v1spia--1-,decant decantau decantat,decanto,1
22060,d0131,decanus,n,n-s---mn2-,decan,decanus,1
22061,d0136,decas,n,n-s---fn3-,decad,decas,1
22065,d0168,deceptio,n,n-s---fn3-,deception,deceptio,1
22066,d9519,deceptus,n,n-s---mn4-,decept,deceptus,1
22067,d0177,decerno,v,v1spia--3-,decern decreu decret,decerno,1
22068,d0178,decerpo,v,v1spia--3-,decerp decerps decerpt,decerpo,1
22069,d0181,decertator,n,n-s---mn3-,decertator,decertator,1
22063,22063,decens,a,aps---an3i,decent decent decent,decens,1
22071,d0184,decessio,n,n-s---fn3-,decession,decessio,1
22072,d0153,decessus,n,n-s---mn4-,decess,decessus,1
22074,d0191,deciduus,a,aps---mn1-,decidu decidu decidu,deciduus,1
22075,d0196,decimatio,n,n-s---fn3-,decimation,decimatio,1
22076,d0202,decipio,v,v1spia--3i,decip decep decept,decipio,1
22077,d0203,decipula,n,n-s---fn1-,decipul,decipula,1
22078,d0205,decisio,n,n-s---fn3-,decision,decisio,1
22080,d0213,declaratio,n,n-s---fn3-,declaration,declaratio,1
22081,d0216,declaro,v,v1spia--1-,declar declarau declarat,declaro,1
22082,d0218,declinatio,n,n-s---fn3-,declination,declinatio,1
22017,c4790,cylindrus,n,n-s---mn2-,cylindr,cylindrus,1
22022,22022,Cypros,n,n-s---fn2g,Cypr,Cypros,1
46163,c2676,comminator,n,n-s---mn3-,comminator,comminator,0
46179,c2691,commissoria,n,n-s---fn1-,commissori,commissoria,0
22133,d0371,defingo,v,v1spia--3-,defing definx defict,defingo,1
119984,o1072,oscinus,a,aps---mn1-,oscin oscin oscin,oscinus,0
22135,d0372,definio,v,v1spia--4-,defin defini definit,definio,1
120008,120008,ostensiuus,a,aps---mn1-,ostensiu ostensiu ostensiu,ostensiuus,0
22137,d0373,definitio,n,n-s---fn3-,definition,definitio,1
22140,d0381,deflammo,v,v1spia--1-,deflamm deflammau deflammat,deflammo,1
22141,d0382,deflecto,v,v1spia--3-,deflect deflex deflex,deflecto,1
22142,d9523,deflexus,n,n-s---mn4-,deflex,deflexus,1
22143,d0388,defloratio,n,n-s---fn3-,defloration,defloratio,1
22084,d0222,decliuitas,n,n-s---fn3-,decliuitat,decliuitas,1
22085,d0227,decollatio,n,n-s---fn3-,decollation,decollatio,1
22087,d0232,decoloro,v,v1spia--1-,decolor decolorau decolorat,decoloro,1
22089,d0238,decoquo,v,v1spia--3-,decoqu decox decoct,decoquo,1
22090,d0239,decorus,a,aps---mn1-,decor decor decor,decorus,1
22091,d0251,decrementum,n,n-s---nn2-,decrement,decrementum,1
22092,d0254,decresco,v,v1spia--3-,decresc decreu decret,decresco,1
22093,d0257,decretio,n,n-s---fn3-,decretion,decretio,1
22095,d0173,decretum,n,n-s---nn2-,decret,decretum,1
46177,c2772,compaganus,n,n-s---mn2-,compagan,compaganus,0
22096,d0280,decursio,n,n-s---fn3-,decursion,decursio,1
22131,d0365,deferuesco,v,v1spia--3-,deferuesc - -,deferuesco,1
22145,d0391,defloro,v,v1spia--1-,deflor deflorau deflorat,defloro,1
22097,d0290,decursus,n,n-s---mn4-,decurs,decursus,1
22098,d0283,decurto,v,v1spia--1-,decurt decurtau decurtat,decurto,1
22100,d0287,decussatio,n,n-s---fn3-,decussation,decussatio,1
22101,d0295,decutio,v,v1spia--3i,decut decuss decuss,decutio,1
22103,d0301,dedecoratio,n,n-s---fn3-,dedecoration,dedecoratio,1
22104,d0303,dedecoro,v,v1spia--1-,dedecor dedecorau dedecorat,dedecoro,1
22105,d0306,dedecus,n,n-s---nn3-,dedecor,dedecus,1
22106,d0308,dedicatio,n,n-s---fn3-,dedication,dedicatio,1
22108,d0310,dedicator,n,n-s---mn3-,dedicator,dedicator,1
22144,d9875,defloresco,v,v1spia--3-,defloresc defloru -,defloresco,1
22146,d0392,defluo,v,v1spia--3-,deflu deflux deflux,defluo,1
46199,c3380,conglutinosus,a,aps---mn1-,conglutinos conglutinos conglutinos,conglutinosus,0
102669,a2199,anthracites,n,n-s---mn1g,anthracit,anthracites,0
102671,a2202,anthropiani,n,n-p---mn2-,anthropian,anthropiani,0
102672,a2203,anthropographos,n,n-s---mn2g,anthropograph,anthropographos,0
102676,a2207,anthropophagi,n,n-p---mn2-,anthropophag,anthropophagi,0
102678,a2210,anthyllis,n,n-s---fn3-,anthyllid,anthyllis,0
102681,a2214,antibacchius,a,aps---mn1-,antibacchi antibacchi antibacchi,antibacchius,0
102682,a2216,antibasis,n,n-s---fn3i,antibas,antibasis,0
102684,a2219,antichresis,n,n-s---fn3i,antichres,antichresis,0
22136,22136,definite,r,rp--------,,definite,1
22138,22138,definitus,a,aps---mn1-,definit definit definit,definitus,1
22132,22132,defessus,a,aps---mn1-,defess defess defess,defessus,1
113060,i0316,imbriculus,n,n-s---mn2-,imbricul,imbriculus,0
102677,102677,anthyllion,n,n-s---nn2g,anthylli,anthyllion,0
102679,102679,antiades,n,n-s---fn3-,antiad,antiades,0
102673,102673,Anthropographus,n,n-s---mn2-,Anthropograph,Anthropographus,0
102683,102683,antibiblion,n,n-s---nn2g,antibibli,antibiblion,0
22153,d0410,defrenatus,a,aps---mn1-,defrenat defrenat defrenat,defrenatus,1
22154,d0413,defrico,v,v1spia--1-,defric defricu defrict,defrico,1
22151,d0403,deformo,v,v1spia--1-,deform deformau deformat,deformo,1
22155,d0414,defrigesco,v,v1spia--3-,defrigesc defrix -,defrigesco,1
22156,d0424,defuga,n,n-s---mn1-,defug,defuga,1
22157,d0425,defugio,v,v1spia--3i,defug defug -,defugio,1
22158,d0428,defunctio,n,n-s---fn3-,defunction,defunctio,1
22159,d9526,defunctus,n,n-s---mn4-,defunct,defunctus,1
22162,d0437,degener,a,aps---an3-,degener degener degener,degener,1
120013,120013,ostentaculum,n,n-s---nn2-,ostentacul,ostentaculum,0
22165,d0440,degero,v,v1spia--3-,deger degess degest,degero,1
22166,d0442,deglubo,v,v1spia--3-,deglub deglups deglupt,deglubo,1
22167,d0445,dego,v,v1spia--3-,deg - -,dego,1
22169,d0447,degrado,v,v1spia--1-,degrad degradau degradat,degrado,1
120016,120016,ostentarium,n,n-s---nn2-,ostentari,ostentarium,0
22171,d0455,degulator,n,n-s---mn3-,degulator,degulator,1
22172,d0456,degulo,v,v1spia--1-,degul degulau degulat,degulo,1
22173,d0460,degusto,v,v1spia--1-,degust degustau degustat,degusto,1
22174,d0464,dehisco,v,v1spia--3-,dehisc - -,dehisco,1
22177,d0469,dehonestus,a,aps---mn1-,dehonest dehonest dehonest,dehonestus,1
22178,d0470,dehonoro,v,v1spia--1-,dehonor dehonorau dehonorat,dehonoro,1
22179,d0478,deicio,v,v1spia--3i,deic deiec deiect,deicio,1
22180,d0486,deifico,v,v1spia--1-,deific deificau deificat,deifico,1
22181,d0488,deinceps,a,aps---an3-,deincipit deincipit deincipit,deinceps,1
22182,d0490,deinde,r,rp--------,,deinde,1
22183,d0491,deintegro,v,v1spia--1-,deintegr deintegrau deintegrat,deintegro,1
22186,d0514,delasso,v,v1spia--1-,delass delassau delassat,delasso,1
22187,d0515,delatio,n,n-s---fn3-,delation,delatio,1
22188,d0516,delator,n,n-s---mn3-,delator,delator,1
22189,d9976,delatura,n,n-s---fn1-,delatur,delatura,1
22190,d9512,delectabilis,a,aps---cn3i,delectabil delectabil delectabil,delectabilis,1
22191,d9513,delectamentum,n,n-s---nn2-,delectament,delectamentum,1
22194,d0520,delegatio,n,n-s---fn3-,delegation,delegatio,1
22195,d0523,delego,v,v1spia--1-,deleg delegau delegat,delego,1
22196,d0525,delenimentum,n,n-s---nn2-,deleniment,delenimentum,1
22197,d0526,delenio,v,v1spia--4-,delen deleniu delenit,delenio,1
22198,d0529,deleo,v,v1spia--2-,del deleu delet,deleo,1
22199,d0533,deletio,n,n-s---fn3-,deletion,deletio,1
22202,d0543,delibero,v,v1spia--1-,deliber deliberau deliberat,delibero,1
22203,d0544,delibo,v,v1spia--1-,delib delibau delibat,delibo,1
22204,d0548,delicatus,a,aps---mn1-,delicat delicat delicat,delicatus,1
22206,d0522,delictum,n,n-s---nn2-,delict,delictum,1
22209,d0568,delineatio,n,n-s---fn3-,delineation,delineatio,1
22150,d0402,deformitas,n,n-s---fn3-,deformitat,deformitas,1
22210,d0569,delineo,v,v1spia--1-,deline delineau delineat,delineo,1
22211,d0570,delingo,v,v1spia--3-,deling delinx delinct,delingo,1
22163,22163,degeneratio,n,n-s---fn3-,degeneration,degeneratio,1
22212,d0571,delino,v,v1spia--3-,delin deliu delit,delino,1
113061,i0317,imbricus,a,aps---mn1-,imbric imbric imbric,imbricus,0
22205,d0549,delicium,n,n-s---nn2-,delici,delicium,1
22201,22201,deliberatus,a,aps---mn1-,deliberat deliberat deliberat,deliberatus,1
51966,c1888,circumstrepo,v,v1spia--3-,circumstrep circumstrepu circumstrepit,circumstrepo,0
22218,d0577,deliquo,v,v1spia--1-,deliqu deliquau deliquat,deliquo,1
22219,d0578,deliramentum,n,n-s---nn2-,delirament,deliramentum,1
22220,d0579,deliratio,n,n-s---fn3-,deliration,deliratio,1
22221,d0580,deliritas,n,n-s---fn3-,deliritat,deliritas,1
22222,d0581,delirium,n,n-s---nn2-,deliri,delirium,1
22238,d0628,demeto,v,v1spia--3-,demet demessu demess,demeto,1
22225,d0587,delocatio,n,n-s---fn3-,delocation,delocatio,1
22227,d0594,delubrum,n,n-s---nn2-,delubr,delubrum,1
22229,d0598,deludo,v,v1spia--3-,delud delus delus,deludo,1
22236,d0623,demereo,v,v1spia--2-,demer - demerit,demereo,1
22230,d0600,delumbo,v,v1spia--1-,delumb - delumbat,delumbo,1
22232,d0617,demens,a,aps---an3i,dement dement dement,demens,1
22234,d0619,dementia,n,n-s---fn1-,dementi,dementia,1
22235,d0622,demeo,v,v1spia--1-,deme demeau demeat,demeo,1
22224,22224,delitesco,v,v1spia--3-,delitisc delitu -,delitesco,1
22237,d0624,demergo,v,v1spia--3-,demerg demers demers,demergo,1
22241,d0633,deminuo,v,v1spia--3-,deminu deminu deminut,deminuo,1
22245,d0638,demissio,n,n-s---fn3-,demission,demissio,1
22247,d0641,demo,v,v1spia--3-,dem demps dempt,demo,1
22226,22226,delphin,n,n-s---mn3-,delphin,delphin,1
22233,22233,dementer,r,rp--------,dement,dementer,1
22249,d0645,demolitio,n,n-s---fn3-,demolition,demolitio,1
22243,22243,deminutus,a,aps---mn1-,deminut deminut deminut,deminutus,1
22251,d0650,demonstrator,n,n-s---mn3-,demonstrator,demonstrator,1
22244,22244,demisse,r,rp--------,demissiusssime,demisse,1
22252,d0653,demonstro,v,v1spia--1-,demonstr demonstrau demonstrat,demonstro,1
22256,d0660,demoueo,v,v1spia--2-,demou demou demot,demoueo,1
22217,d1469,deliquium,n,n-s---nn2-,deliqui,deliquium,1
22257,d9660,demptio,n,n-s---fn3-,demption,demptio,1
22246,22246,demissus,a,aps---mn1-,demiss demiss demiss,demissus,1
22258,d0662,demulceo,v,v1spia--2-,demulc demuls demulct,demulceo,1
22259,d0664,demum,r,rp--------,,demum,1
22260,d0669,demutatio,n,n-s---fn3-,demutation,demutatio,1
22262,d0672,demuto,v,v1spia--1-,demut demutau demutat,demuto,1
22263,d0690,denego,v,v1spia--1-,deneg denegau denegat,denego,1
22264,d0694,denigro,v,v1spia--1-,denigr denigrau denigrat,denigro,1
22265,d0695,denique,r,rp--------,,denique,1
22266,d0697,denominatio,n,n-s---fn3-,denomination,denominatio,1
22268,d0699,denomino,v,v1spia--1-,denomin denominau denominat,denomino,1
22269,d0703,denotatio,n,n-s---fn3-,denotation,denotatio,1
22270,d0704,denoto,v,v1spia--1-,denot denotau denotat,denoto,1
22271,d0705,dens,n,n-s---mn3i,dent,dens,1
22273,d0707,densatio,n,n-s---fn3-,densation,densatio,1
22275,d0708,denseo,v,v1spia--2-,dens - denset,denseo,1
22276,d0709,densitas,n,n-s---fn3-,densitat,densitas,1
22277,d0711,denso,v,v1spia--1-,dens densau densat,denso,1
22248,22248,demolio,v,v1spia--3-,demoli  ,demolio,1
22278,d0712,densus,a,aps---mn1-,dens dens dens,densus,1
22280,d0725,dentifricium,n,n-s---nn2-,dentifrici,dentifricium,1
22216,d0575,deliquio,n,n-s---fn3-,deliquion,deliquio,1
22274,22274,dense,r,rp--------,dens,dense,1
22255,22255,Demosthenes,n,n-s---mn3-,Demosthen,Demosthenes,0
120020,120020,ostentatitius,a,aps---mn1-,ostentatiti ostentatiti ostentatiti,ostentatitius,0
22286,d0742,denuo,r,rp--------,,denuo,1
22287,d0745,deonero,v,v1spia--1-,deoner deonerau deonerat,deonero,1
22289,d0748,deopto,v,v1spia--1-,deopt deoptau deoptat,deopto,1
22290,d0753,deorsum,r,rp--------,,deorsum,1
22292,d0762,depasco,v,v1spia--3-,depasc - depast,depasco,1
22295,d0766,depectio,n,n-s---fn3-,depection,depectio,1
22296,d0767,depecto,v,v1spia--3-,depect depex depex,depecto,1
22299,d0775,dependo,v,v1spia--3-,depend depend -,dependo,1
22283,d0735,denumeratio,n,n-s---fn3-,denumeration,denumeratio,1
22301,d0779,deperditio,n,n-s---fn3-,deperdition,deperditio,1
22302,d0780,deperdo,v,v1spia--3-,deperd deperdid deperdit,deperdo,1
22304,d0790,depingo,v,v1spia--3-,deping depinx depict,depingo,1
22305,d0795,depinnatus,a,aps---mn1-,depinnat depinnat depinnat,depinnatus,1
22306,d0793,deplango,v,v1spia--3-,deplang deplanx deplanct,deplango,1
22308,d0799,depleo,v,v1spia--2-,depl depleu deplet,depleo,1
120021,120021,ostentatorie,r,rp--------,,ostentatorie,0
22310,d0807,deploro,v,v1spia--1-,deplor deplorau deplorat,deploro,1
22311,d0815,depompo,v,v1spia--1-,depomp depompau depompa,depompo,1
22312,d0818,depono,v,v1spia--3-,depon deposu deposit,depono,1
22313,d0821,depopulatio,n,n-s---fn3-,depopulation,depopulatio,1
22314,d0822,depopulator,n,n-s---mn3-,depopulator,depopulator,1
22316,d0828,deporto,v,v1spia--1-,deport deportau deportat,deporto,1
22309,22309,deploratus,a,aps---mn1-,deplorat deplorat deplorat,deploratus,1
22317,d0829,deposco,v,v1spia--3-,deposc depoposc -,deposco,1
22319,d0831,depositio,n,n-s---fn3-,deposition,depositio,1
22320,d0833,depositor,n,n-s---mn3-,depositor,depositor,1
22322,d0836,depostulo,v,v1spia--1-,depostul depostulau depostulat,depostulo,1
22323,d0838,depraedatio,n,n-s---fn3-,depraedation,depraedatio,1
22324,d0839,depraedator,n,n-s---mn3-,depraedator,depraedator,1
22327,d0846,deprauo,v,v1spia--1-,deprau deprauau deprauat,deprauo,1
22328,d0849,deprecatio,n,n-s---fn3-,deprecation,deprecatio,1
22330,d0856,deprehendo,v,v1spia--3-,deprehend deprehend deprehens,deprehendo,1
22331,d0859,depressio,n,n-s---fn3-,depression,depressio,1
22332,d0861,depretio,v,v1spia--1-,depreti depretiau depretiat,depretio,1
22333,d0862,deprimo,v,v1spia--3-,deprim depress depress,deprimo,1
22335,d0871,depso,v,v1spia--3-,deps depsu depst,depso,1
22336,d0875,depudico,v,v1spia--1-,depudic depudicau depudicat,depudico,1
22337,d0886,depurgatio,n,n-s---fn3-,depurgation,depurgatio,1
22338,d0889,deputatio,n,n-s---fn3-,deputation,deputatio,1
22339,d0890,deputo,v,v1spia--1-,deput deputau deputat,deputo,1
22340,d0893,derado,v,v1spia--3-,derad deras deras,derado,1
22342,d9535,derelictus,n,n-s---mn4-,derelict,derelictus,1
22343,d0897,derelinquo,v,v1spia--3-,derelinqu dereliqu derelict,derelinquo,1
22344,d0900,derideo,v,v1spia--2-,derid deris deris,derideo,1
22345,d0901,deridiculum,n,n-s---nn2-,deridicul,deridiculum,1
22346,d0903,deripio,v,v1spia--3i,derip deripu derept,deripio,1
22347,d0904,derisio,n,n-s---fn3-,derision,derisio,1
22348,d0905,derisor,n,n-s---mn3-,derisor,derisor,1
22349,d9536,derisus,n,n-s---mn4-,deris,derisus,1
22285,d0741,denuntio,v,v1spia--1-,denunti denuntiau denuntiat,denuntio,1
56761,d0149,decempeda,n,n-s---fn1-,decemped,decempeda,0
22356,d0925,desaeuio,v,v1spia--4-,desaeu desaeuiu desaeuit,desaeuio,1
22357,d0931,descensio,n,n-s---fn3-,descension,descensio,1
22358,d0933,descindo,v,v1spia--3-,descind desciss -,descindo,1
22359,d0934,descisco,v,v1spia--3-,descisc desciu descit,descisco,1
22360,d0936,descobino,v,v1spia--1-,descobin descobinau descobinat,descobino,1
22361,d0937,describo,v,v1spia--3-,describ descrips descript,describo,1
22363,d0942,descrobo,v,v1spia--1-,descrob descrobau descrobat,descrobo,1
22364,d0944,desecatio,n,n-s---fn3-,desecation,desecatio,1
22365,d0945,deseco,v,v1spia--1-,desec desecu desect,deseco,1
22366,d0946,desectio,n,n-s---fn3-,desection,desectio,1
22368,d0955,desertor,n,n-s---mn3-,desertor,desertor,1
22354,d0918,derogo,v,v1spia--1-,derog derogau derogat,derogo,1
120023,120023,ostentifer,a,aps---mn1r,ostentifer ostentifer ostentifer,ostentifer,0
22371,d0959,deses,a,aps---an3-,desid desid desid,deses,1
22373,d0965,desideratio,n,n-s---fn3-,desideration,desideratio,1
22374,d0967,desiderium,n,n-s---nn2-,desideri,desiderium,1
22375,d0968,desidero,v,v1spia--1-,desider desiderau desiderat,desidero,1
22376,d0970,desidia,n,n-s---fn1-,desidi,desĭdia,1
22377,d0973,desido,v,v1spia--3-,desid desed -,desido,1
22379,d0976,designo,v,v1spia--1-,design designau designat,designo,1
22380,d0978,desino,v,v1spia--3-,desin desi desit,desino,1
22382,d9980,desipientia,n,n-s---fn1-,desipienti,desipientia,1
22383,d0981,desisto,v,v1spia--3-,desist destit destit,desisto,1
22384,d0985,desolatio,n,n-s---fn3-,desolation,desolatio,1
22385,d0988,desolo,v,v1spia--1-,desol desolau desolat,desolo,1
22386,d0995,despectio,n,n-s---fn3-,despection,despectio,1
59235,59235,Caletranus,a,aps---mn1-,Caletran Caletran Caletran,Caletranus,0
22388,d9539,despectus,n,n-s---mn4-,despect,despectus,1
22392,d1006,despicatio,n,n-s---fn3-,despication,despicatio,1
22393,d8010,despicatus,n,n-s---mn4-,despicat,despicatus,1
22394,d9981,despicientia,n,n-s---fn1-,despicienti,despicientia,1
22395,d1007,despicio,v,v1spia--3i,despic despex despect,despicio,1
22398,d1012,despondeo,v,v1spia--2-,despond despopond despons,despondeo,1
22399,d1013,desponsatio,n,n-s---fn3-,desponsation,desponsatio,1
22389,22389,despectus,a,aps---mn1-,despect despect despect,despectus,1
22407,22407,destinate,r,rp--------,,destinate,1
22400,d1018,despuo,v,v1spia--3-,despu despu desput,despuo,1
22401,d0987,desputum,n,n-s---nn2-,desput,desputum,1
22402,d1020,desquamo,v,v1spia--1-,desquam desquamau desquamat,desquamo,1
22403,d1021,desterno,v,v1spia--3-,destern destrau destrat,desterno,1
22404,d1024,destillatio,n,n-s---fn3-,destillation,destillatio,1
22405,d1025,destillo,v,v1spia--1-,destill destillau destillat,destillo,1
22408,d1028,destinatio,n,n-s---fn3-,destination,destinatio,1
22410,d1030,destino,v,v1spia--1-,destin destinau destinat,destino,1
22411,d1032,destituo,v,v1spia--3-,destitu destitu destitut,destituo,1
22412,d1033,destitutio,n,n-s---fn3-,destitution,destitutio,1
22409,22409,destinatus,a,aps---mn1-,destinat destinat destinat,destinatus,1
22413,22413,destricte,r,rp--------,destrict,destricte,1
22414,22414,destrictus,a,aps---mn1-,destrict destrict destrict,destrictus,1
22352,d0912,deriuo,v,v1spia--1-,deriu deriuau deriuat,deriuo,1
98741,h0244,hepatiarius,a,aps---mn1-,hepatiari hepatiari hepatiari,hepatiarius,0
22419,d1043,destruo,v,v1spia--3-,destru destrux destruct,destruo,1
22420,d1049,desudatio,n,n-s---fn3-,desudation,desudatio,1
22421,d1050,desudo,v,v1spia--1-,desud desudau desudat,desudo,1
22422,d1054,desuetudo,n,n-s---fn3-,desuetudin,desuetudo,1
22423,d1055,desugo,v,v1spia--3-,desug desux desuct,desugo,1
22425,d1062,desumo,v,v1spia--3-,desum - desupt,desumo,1
22427,d1069,detectio,n,n-s---fn3-,detection,detectio,1
22428,d1071,detego,v,v1spia--3-,deteg detex detect,detego,1
22429,d1073,detendo,v,v1spia--3-,detend - detens,detendo,1
22430,d1075,detentatio,n,n-s---fn3-,detentation,detentatio,1
22431,d1076,detentio,n,n-s---fn3-,detention,detentio,1
22434,d1081,deterior,a,acs---cn3-,deterior deterior deterior,deterior,1
22436,d1086,determinatio,n,n-s---fn3-,determination,determinatio,1
100562,s8309,septingenti,a,app---mn1-,septingent septingent septingent,septingenti,0
22437,d1088,determino,v,v1spia--1-,determin determinau determinat,determino,1
22438,d1089,detero,v,v1spia--3-,deter detriu detrit,detero,1
22435,22435,deterius,r,rc--------,,deterius,1
22439,d1091,deterreo,v,v1spia--2-,deterr deterru deterrit,deterreo,1
22440,d1470,detestatio,n,n-s---fn3-,detestation,detestatio,1
