id,uri,lemma,pos,validated,morpho,principal_parts,prosody
61308,61308,Palatium,n,1,n-s---nn2-,Palati,Palatium
139173,,decem,a,0,app---an--,-,
19155,19155,abrupte,r,1,rp--------,abrupt,abrupte
19161,19161,abscise,r,1,rp--------,abscis,abscise
19163,19163,abscondite,r,1,rp--------,abscondit,abscondite
19167,19167,absinthium,n,1,n-s---nn2-,absinthi,absinthium
19114,a0026,abauus,n,1,n-s---mn2-,abau,abauus
19115,a0012,abbatissa,n,1,n-s---fn1-,abbatiss,abbatissa
19168,19168,absis,n,1,n-s---fn3-,absid,absis
19117,a0031,abdicatio,n,1,n-s---fn3-,abdication,abdicatio
19119,a0038,abdo,v,1,v1spia--3-,abd abdid abdit,abdo
19120,a0039,abdomen,n,1,n-s---nn3-,abdomin,abdomen
19170,19170,absolute,r,1,rp--------,absolut,absolute
19122,a0045,aberratio,n,1,n-s---fn3-,aberration,aberratio
19123,a0050,abhorreo,v,1,v1spia--2-,abhorr abhorru -,abhorreo
19124,a0053,abicio,v,1,v1spia--3i,abic abiec abiect,abicio
19126,a9983,abigeatus,n,1,n-s---mn4-,abigeat,abigeatus
113023,i0269,illuminus,a,0,aps---mn1-,illumin illumin illumin,illuminus
19127,a0063,abigo,v,1,v1spia--3-,abig abeg abact,abigo
19128,a0065,abitio,n,1,n-s---fn3-,abition,abitio
19129,a9984,abitus,n,1,n-s---mn4-,abit,abitus
19131,a0079,ablatiuus,a,1,aps---mn1-,ablatiu ablatiu ablatiu,ablatiuus
19133,a0086,abligurrio,v,1,v1spia--4-,abligurr abligurri abligurrit,abligurrio
19134,a9091,abluo,v,1,v1spia--3-,ablu ablu ablut,abluo
19135,a0092,ablutio,n,1,n-s---fn3-,ablution,ablutio
19137,a0095,abluuium,n,1,n-s---nn2-,abluui,abluuium
19138,a0098,abnegatio,n,1,n-s---fn3-,abnegation,abnegatio
19139,a0101,abnego,v,1,v1spia--1-,abneg abnegau abnegat,abnego
19140,a0111,abnuo,v,1,v1spia--3-,abnu abnu -,abnuo
19142,a1752,abolesco,v,1,v1spia--3-,abolesc aboleu -,abolesco
19143,a0117,abolitio,n,1,n-s---fn3-,abolition,abolitio
19144,a0119,abolla,n,1,n-s---fn1-,aboll,abolla
19147,a0126,abortio,n,1,n-s---fn3-,abortion,abortio
19148,a0127,abortio,v,1,v1spia--4-,abort - -,abortio
19151,a0133,abrado,v,1,v1spia--3-,abrad abras abras,abrado
19152,a0140,abripio,v,1,v1spia--3i,abrip abripu abrept,abripio
19153,a0143,abrogo,v,1,v1spia--1-,abrog abrogau abrogat,abrogo
19154,a0145,abrumpo,v,1,v1spia--3-,abrump abrup abrupt,abrumpo
19158,a0160,abscessus,n,1,n-s---mn4-,abscess,abscessus
19159,a0149,abscido,v,1,v1spia--3-,abscid abscid abscis,abscido
19160,a0150,abscindo,v,1,v1spia--3-,abscind abscid absciss,abscindo
19162,a0151,abscisio,n,1,n-s---fn3-,abscision,abscisio
19169,a0169,absisto,v,1,v1spia--3-,absist absistit -,absisto
19173,a0178,absoluo,v,1,v1spia--3-,absolu absolu absolut,absoluo
19171,a0174,absolutio,n,1,n-s---fn3-,absolution,absolutio
19172,19172,absolutus,a,1,aps---mn1-,absolut absolut absolut,absolutus
46056,a1807,amygdaleus,a,0,aps---mn1-,amygdale amygdale amygdale,amygdaleus
139174,,Fuscus,n,0,n-s---mn2-,Fusc,
119811,119811,oppallio,v,0,v1spia--1-,oppalli oppalliau oppallia,oppallio
19181,a0191,abstineo,v,1,v1spia--2-,abstin abstinu abstent,abstineo
19183,a0196,abstrudo,v,1,v1spia--3-,abstrud abstrus abstrus,abstrudo
19186,a0203,absumptio,n,1,n-s---fn3-,absumption,absumptio
19187,19187,absurde,r,1,rp--------,absurd,absurde
19188,a0204,absurditas,n,1,n-s---fn3-,absurditat,absurditas
19191,a0210,abundantia,n,1,n-s---fn1-,abundanti,abundantia
19193,19193,abunde,r,1,rp--------,abund,abunde
19190,19190,abundanter,r,1,rp--------,abundant,abundanter
45994,45994,annulatus,a,0,aps---mn1-,annulat annulat annulat,annulatus
19203,a0242,acceleratio,n,1,n-s---fn3-,acceleration,acceleratio
19205,a0245,accendo,v,1,v1spia--3-,accend accend accens,accendo
19207,a0253,accentiuncula,n,1,n-s---fn1-,accentiuncul,accentiuncula
19208,a9987,accentus,n,1,n-s---mn4-,accent,accentus
19210,a0256,acceptio,n,1,n-s---fn3-,acception,acceptio
19211,a0258,accepto,v,1,v1spia--1-,accept acceptau acceptat,accepto
19212,a8917,acceptum,n,1,n-s---nn2-,accept,acceptum
19194,a0212,abundo,v,1,v1spia--1-,abund abundau abundat,abundo
19195,a0214,abusio,n,1,n-s---fn3-,abusion,abusio
19200,19200,Academicus,a,1,aps---mn1-,Academic Academic Academic,Academicus
19213,19213,acceptus,a,1,aps---mn1-,accept accept accept,acceptus
19217,a0239,accessus,n,1,n-s---mn4-,access,accessus
19197,a9217,abyssus,n,1,n-s---fn2-,abyss,abyssus
19214,19214,accersitor,n,1,n-s---mn3-,accersitor,accersitor
19220,a0272,accingo,v,1,v1spia--3-,accing accinx accinct,accingo
19221,a0280,accitio,n,1,n-s---fn3-,accition,accitio
19222,a9989,accitus,n,1,n-s---mn4-,accit,accitus
19223,a0282,acclamatio,n,1,n-s---fn3-,acclamation,acclamatio
19224,a0283,acclamo,v,1,v1spia--1-,acclam acclamau acclamat,acclamo
19227,a0295,accommodatio,n,1,n-s---fn3-,accommodation,accommodatio
19228,a0298,accommodo,v,1,v1spia--1-,accommod accommodau accommodat,accommodo
19229,a0301,accredo,v,1,v1spia--3-,accred accredid accredit,accredo
19230,a0303,accresco,v,1,v1spia--3-,accresc accreu accret,accresco
19231,a0304,accretio,n,1,n-s---fn3-,accretion,accretio
19233,a0317,accumulo,v,1,v1spia--1-,accumul accumulau accumulat,accumulo
19202,a0268,accedo,v,1,v1spia--3-,acced access access,accedo
19235,a0364,accursus,n,1,n-s---mn4-,accurs,accursus
19236,a0323,accusatio,n,1,n-s---fn3-,accusation,accusatio
19218,19218,accidens,n,1,n-s---nn3-,accident,accidens
19237,a0324,accusatiuus,a,1,aps---mn1-,accusatiu accusatiu accusatiu,accusatiuus
19238,a0325,accusator,n,1,n-s---mn3-,accusator,accusator
19239,a0329,accuso,v,1,v1spia--1-,accus accusau accusat,accuso
19240,a0335,acer,n,1,n-s---nn3-,acer,acer
19234,19234,accuratus,a,1,aps---mn1-,accurat accurat accurat,accuratus
19206,a0277,accensus,n,1,n-s---mn4-,accens,accensus
19242,19242,acerbe,r,1,rp--------,acerb,acerbe
19199,19199,Academia,n,1,n-s---fn1-,Academi,Academia
19245,a0343,acerbus,a,1,aps---mn1-,acerb acerb acerb,acerbus
19244,a0342,acerbo,v,1,v1spia--1-,acerb acerbau acerbat,acerbo
19241,a0336,acer,a,1,aps---mn3i,acr acr acr,acer
46019,a1904,anatomica,n,0,n-s---fn1-,anatomic,anatomica
119854,119854,oquinisco,v,0,v1spia--3-,,oquinisco
46025,46025,baltea,n,0,n-s---fn1-,balte,baltea
19252,19252,Acia,n,1,n-s---fn1-,Aci,Acia
19255,19255,Acinaces,n,1,n-s---mn3i,Acinac,Acinaces
19263,19263,Acritas,n,1,n-s---mn1g,Acrit,Acritas
19253,a0377,acidus,a,1,aps---mn1-,acid acid acid,acidus
19250,19250,Achates,n,0,n-s---mn3-,Achat,Achates
19254,a0379,acies,n,1,n-s---fn5-,aci,acies
19279,19279,acuminatus,a,1,aps---mn1-,acuminat acuminat acuminat,acuminatus
19256,a0385,acinum,n,1,n-s---nn2-,acin,acinum
19258,a0394,acoetis,n,1,n-s---fn3i,acoet,acoetis
19260,a0402,acor,n,1,n-s---mn3-,acor,acor
19262,a0417,acrimonia,n,1,n-s---fn1-,acrimoni,acrimonia
19277,a0460,aculeus,n,1,n-s---mn2-,acule,aculeus
19264,a0418,acritudo,n,1,n-s---fn3-,acritudin,acritudo
19265,a0422,acroama,n,1,n-s---nn3-,acroamat,acroama
19266,a0423,acroasis,n,1,n-s---fn3i,acroas,acroasis
19269,a0441,actio,n,1,n-s---fn3-,action,actio
19270,a0447,actiuus,a,1,aps---mn1-,actiu actiu actiu,actiuus
19271,a0448,actor,n,1,n-s---mn3-,actor,actor
19273,a0453,actuarius,n,1,n-s---mn2-,actuari,actuarius
19274,a0454,actuosus,a,1,aps---mn1-,actuos actuos actuos,actuosus
19275,a9991,actus,n,1,n-s---mn4-,act,actus
19276,a0455,actutum,r,1,rp--------,,actutum
19282,19282,acute,r,1,rp--------,acut,acute
19283,19283,acutus,a,1,aps---mn1-,acut acut acut,acutus
19257,a0386,acipenser,n,1,n-s---mn3-,acipenser,acipenser
19289,19289,adamas,n,1,n-s---mn3i,adamant,adamas
19280,a0464,acuo,v,1,v1spia--3-,acu acu acut,acuo
19247,a0352,aceruo,v,1,v1spia--1-,aceru aceruau aceruat,aceruo
19249,a0360,acetum,n,1,n-s---nn2-,acet,acetum
19314,19314,adfabilis,a,1,aps---cn3i,adfabil adfabil adfabil,adfabilis
19251,19251,Achilles,n,0,n-s---mn3-,Achille,Achilles
19286,a0488,adagio,n,1,n-s---fn3-,adagion,adagio
19288,a0492,adalligo,v,1,v1spia--1-,adallig adalligau adalligat,adalligo
19290,a0501,adamplio,v,1,v1spia--1-,adampli adampliau adampliat,adamplio
19291,a0502,adaperio,v,1,v1spia--4-,adaper adaperu adapert,adaperio
19292,a0504,adapertio,n,1,n-s---fn3-,adapertion,adapertio
19293,a0505,adapto,v,1,v1spia--1-,adapt adaptau adaptat,adapto
19295,a0477,adauctus,n,1,n-s---mn4-,adauct,adauctus
19297,a0513,adaugesco,v,1,v1spia--3-,adaugesc - -,adaugesco
19298,a0514,adaugmen,n,1,n-s---nn3-,adaugmin,adaugmen
19299,a0516,adbibo,v,1,v1spia--3-,adbib adbib -,adbibo
19300,a0517,adbito,v,1,v1spia--3-,adbit - -,adbito
19301,a0526,addenso,v,1,v1spia--1-,addens addensau addensa,addenso
19302,a0530,addisco,v,1,v1spia--3-,addisc addidic -,addisco
19304,a0533,additio,n,1,n-s---fn3-,addition,additio
19305,a0535,addo,v,1,v1spia--3-,add addid addit,addo
19306,a0541,addubito,v,1,v1spia--1-,addubit addubitau addubitat,addubito
19307,a0542,adduco,v,1,v1spia--3-,adduc addux adduct,adduco
19308,a0544,adductor,n,1,n-s---mn3-,adductor,adductor
19311,a0552,adeo,r,1,rp--------,,adeo
19310,a0553,adeo,v,1,v1spia--2-,adi adiu adit,adeo
136495,d0056,dartos,n,0,n-s---mn2g,dart,dartos
113026,i0276,illustratio,n,0,n-s---fn3-,illustration,illustratio
19285,a0485,adaero,v,1,v1spia--1-,adaer adaerau adaerat,adaero
46005,a3211,astrificus,a,0,aps---mn1-,astrific astrific astrific,astrificus
119859,119859,oratim,r,0,rp--------,,oratim
46003,46003,bybliotheca,n,0,n-s---fn1-,bybliothec,bybliotheca
19334,19334,adfligo,v,1,v1spia--3-,adflig adflix adflict,adfligo
19339,19339,adformido,v,1,v1spia--1-,adformid adformidau adformidat,adformido
19344,19344,adgrauo,v,1,v1spia--1-,adgrau adgrauau adgrauat,adgrauo
19342,19342,adfulgeo,v,1,v1spia--2-,adfulg adfuls -,adfulgeo
19325,19325,adfero,v,1,v1spia--3-,adfer adtul adlat,adfero
19317,19317,adfamen,n,1,n-s---nn3-,adfamin,adfamen
19318,19318,adfatus,n,1,n-s---mn4-,adfat,adfatus
46046,46046,barditus,n,0,n-s---mn2-,bardit,barditus
19329,19329,adfirmo,v,1,v1spia--1-,adfirm adfirmau adfirmat,adfirmo
19320,19320,adfecte,r,1,rp--------,,adfecte
19321,19321,adfectio,n,1,n-s---fn3-,adfection,adfectio
19323,19323,adfectuose,r,1,rp--------,adfectuos,adfectuose
19324,19324,adfectus,n,1,n-s---mn4-,adfect,adfectus
19328,19328,adfirmatiuus,a,1,aps---mn1-,adfirmatiu adfirmatiu adfirmatiu,adfirmatiuus
19330,19330,adflatus,n,1,n-s---mn4-,adflat,adflatus
19331,19331,adflictio,n,1,n-s---fn3-,adfliction,adflictio
19332,19332,adflicto,v,1,v1spia--1-,adflict adflictau adflictat,adflicto
19333,19333,adflictus,n,1,n-s---mn4-,adflict,adflictus
19335,19335,adflo,v,1,v1spia--1-,adfl adfleu adflet,adflo
19336,19336,adfluens,a,1,aps---an3i,adfluent adfluent adfluent,adfluens
19337,19337,adfluenter,r,1,rp--------,adfluent,adfluenter
19338,19338,adfluentia,n,1,n-s---fn1-,adfluenti,adfluentia
19340,19340,adfremo,v,1,v1spia--3-,adfrem - -,adfremo
19341,19341,adfrictus,n,1,n-s---mn4-,adfrict,adfrictus
19343,19343,adgero,v,1,v1spia--3-,adger adgess adgest,adgero
19346,19346,adgressio,n,1,n-s---fn3-,adgression,adgressio
19347,19347,adgressor,n,1,n-s---mn3-,adgressor,adgressor
19348,19348,adgressura,n,1,n-s---fn1-,adgressur,adgressura
19349,19349,adgressus,n,1,n-s---mn4-,adgress,adgressus
19372,19372,adlambo,v,1,v1spia--3-,adlamb - -,adlambo
19374,19374,adlegatio,n,1,n-s---fn3-,adlegation,adlegatio
119863,119863,oratus,a,0,aps---mn1-,orat orat orat,oratus
119867,119867,orbefacio,v,0,v1spia--3i,,orbefacio
119871,119871,orbicus,a,0,aps---mn1-,orbic orbic orbic,orbicus
119858,119858,Orata,n,0,n-s---fn1-,Orat,Orata
119880,119880,orchilus,n,0,n-s---mn2-,orchil,orchilus
19376,19376,adleuamentum,n,1,n-s---nn2-,adleuament,adleuamentum
19315,19315,adfabilitas,n,1,n-s---fn3-,adfabilitat,adfabilitas
19316,19316,adfabre,r,1,rp--------,,adfabre
19351,a0563,adhaesio,n,1,n-s---fn3-,adhaesion,adhaesio
19352,a9994,adhaesus,n,1,n-s---mn4-,adhaes,adhaesus
19353,a0565,adhibeo,v,1,v1spia--2-,adhib adhibu adhibit,adhibeo
19354,a0569,adhortatio,n,1,n-s---fn3-,adhortation,adhortatio
19355,a9995,adhortatus,n,1,n-s---mn4-,adhortat,adhortatus
19357,a0575,adhuc,r,1,rp--------,,adhuc
19359,a0586,adicio,v,1,v1spia--3i,adic adiec adiect,adicio
19360,a0588,adimo,v,1,v1spia--3-,adim adem adempt,adimo
19362,a0590,adimpletio,n,1,n-s---fn3-,adimpletion,adimpletio
19363,a0592,adincresco,v,1,v1spia--3-,adincresc - -,adincresco
19365,a0601,adinuentio,n,1,n-s---fn3-,adinuention,adinuentio
19366,a0602,adinuentor,n,1,n-s---mn3-,adinuentor,adinuentor
19367,a0605,adipatus,a,1,aps---mn1-,adipat adipat adipat,adipatus
19370,a9997,aditus,n,1,n-s---mn4-,adit,aditus
19371,a0619,adiumentum,n,1,n-s---nn2-,adiument,adiumentum
46053,b0582,braca,n,0,n-s---fn1-,brac,braca
19381,19381,adligamentum,n,1,n-s---nn2-,adligament,adligamentum
19382,19382,adligatura,n,1,n-s---fn1-,adligatur,adligatura
19384,19384,adlocutio,n,1,n-s---fn3-,adlocution,adlocutio
19385,19385,adloquium,n,1,n-s---nn2-,adloqui,adloquium
19388,19388,adluo,v,1,v1spia--3-,adlu adlu -,adluo
19389,19389,adluuio,n,1,n-s---fn3-,adluuion,adluuio
19390,19390,adluuius,a,1,aps---mn1-,adluui adluui adluui,adluuius
19401,19401,admirabiliter,r,1,rp--------,admirabil,admirabiliter
19402,19402,admirandus,a,1,aps---mn1-,admirand admirand admirand,admirandus
19427,19427,adnullo,v,1,v1spia--1-,adnull adnullau adnullat,adnullo
19441,19441,Ador,n,1,n-s---nn3-,Ador,Ador
19379,19379,adleuo,v,1,v1spia--1-,adleu adleuau adleuat,adleuo
19394,a0857,adminiculum,n,1,n-s---nn2-,adminicul,adminiculum
19395,a0655,administer,n,1,n-s---mn2r,administr,administer
19396,a0655,administra,n,1,n-s---fn1-,administr,administra
19397,a0657,administratio,n,1,n-s---fn3-,administration,administratio
19398,a0660,administrator,n,1,n-s---mn3-,administrator,administrator
19399,a0662,administro,v,1,v1spia--1-,administr administrau administrat,administro
19400,a0664,admirabilitas,n,1,n-s---fn3-,admirabilitat,admirabilitas
19403,a0665,admiratio,n,1,n-s---fn3-,admiration,admiratio
19406,a0669,admisceo,v,1,v1spia--2-,admisc admiscu admixt,admisceo
19407,a0670,admissarius,n,1,n-s---mn2-,admissari,admissarius
19408,a0671,admissio,n,1,n-s---fn3-,admission,admissio
19409,a9998,admissum,n,1,n-s---nn2-,admiss,admissum
19410,a0676,admitto,v,1,v1spia--3-,admitt admis admiss,admitto
19411,a0677,admixtio,n,1,n-s---fn3-,admixtion,admixtio
19413,a0681,admodum,r,1,rp--------,,admodum
19414,a0684,admoneo,v,1,v1spia--2-,admon admonu admonit,admoneo
19415,a0685,admonitio,n,1,n-s---fn3-,admonition,admonitio
19416,a0688,admonitorium,n,1,n-s---nn2-,admonitori,admonitorium
19417,a0711,admonitum,n,1,n-s---nn2-,admonit,admonitum
19419,a8880,admorsus,n,1,n-s---mn4-,admors,admorsus
19380,19380,adlicio,v,1,v1spia--3i,adlic adlex adlect,adlicio
19420,a0692,admoueo,v,1,v1spia--2-,admou admou admot,admoueo
19421,a0703,adnecto,v,1,v1spia--3-,adnect adnexu adnex,adnecto
19423,a0712,adnotamentum,n,1,n-s---nn2-,adnotament,adnotamentum
19424,a0715,adnotator,n,1,n-s---mn3-,adnotator,adnotator
19426,a0716,adnoto,v,1,v1spia--1-,adnot adnotau adnotat,adnoto
19428,a2072,adnumeratio,n,1,n-s---fn3-,adnumeration,adnumeratio
19429,a0718,adnumero,v,1,v1spia--1-,adnumer adnumerau adnumerat,adnumero
19430,a2074,adnuntiatio,n,1,n-s---fn3-,adnuntiation,adnuntiatio
19431,a2075,adnuntiator,n,1,n-s---mn3-,adnuntiator,adnuntiator
19432,a0719,adnuntio,v,1,v1spia--1-,adnunti adnuntiau adnuntiat,adnuntio
19433,a1875,adoleo,v,1,v1spia--2-,adol - -,adoleo
19435,a0729,adoperio,v,1,v1spia--4-,adoper adoperu adopert,adoperio
19437,a0735,adoptaticius,a,1,aps---mn1-,adoptatici adoptatici adoptatici,adoptaticius
19438,a0738,adoptio,n,1,n-s---fn3-,adoption,adoptio
19440,a0740,adopto,v,1,v1spia--1-,adopt adoptau adoptat,adopto
19442,a0746,adorator,n,1,n-s---mn3-,adorator,adorator
19443,a2248,adoreum,n,1,n-s---nn2-,adore,adoreum
20073,a2771,ardor,n,1,n-s---mn3-,ardor,ardor
113027,i0277,illustrator,n,0,n-s---mn3-,illustrator,illustrator
46038,c0579,captiuncula,n,0,n-s---fn1-,captiuncul,captiuncula
46028,c1465,chloreus,n,0,n-s---mn2-,chlore,chloreus
119890,119890,ordinarie,r,0,rp--------,,ordinarie
19450,a0757,adrado,v,1,v1spia--3-,adrad adras adras,adrado
46043,46043,ceroturium,n,0,n-s---nn2-,ceroturi,ceroturium
19486,19486,adsigno,v,1,v1spia--1-,adsign adsignau adsignat,adsigno
19491,19491,adsocio,v,1,v1spia--1-,adsoci adsociau adsociat,adsocio
19492,19492,adsono,v,1,v1spia--1-,adson adsonau adsonat,adsono
19451,19451,adrectarius,a,1,aps---mn1-,adrectari adrectari adrectari,adrectarius
19449,19449,adquisitio,n,1,n-s---fn3-,adquisition,adquisitio
45990,45990,colliquiarium,n,0,n-s---nn2-,colliquiari,colliquiarium
46052,46052,cominus,r,0,rp--------,,cominus
19478,19478,adsicco,v,1,v1spia--1-,adsicc adsiccau adsiccat,adsicco
19453,19453,adripio,v,1,v1spia--3i,adrip adripu adrept,adripio
19454,19454,adrisor,n,1,n-s---mn3-,adrisor,adrisor
19455,19455,adrodo,v,1,v1spia--3-,adrod adros adros,adrodo
19456,19456,adroganter,r,1,rp--------,adrogent,adroganter
19457,19457,adrogantia,n,1,n-s---fn1-,adroganti,adrogantia
19458,19458,adrogo,v,1,v1spia--1-,adrog adrogau adrogat,adrogo
19460,19460,adsecla,n,1,n-s---mn1-,adsecl,adsecla
19461,19461,adsectator,n,1,n-s---mn3-,adsectator,adsectator
19464,19464,adsensio,n,1,n-s---fn3-,adsension,adsensio
19465,19465,adsensus,n,1,n-s---mn4-,adsens,adsensus
19467,19467,adsentator,n,1,n-s---mn3-,adsentator,adsentator
19468,19468,adsentio,v,1,v1spia--3-,adsenti adsens adsens,adsentio
19471,19471,adsero,v,1,v1spia--3-,adser adseu adsit,adsero
19472,19472,adsertor,n,1,n-s---mn3-,adsertor,adsertor
19474,19474,adseuerate,r,1,rp--------,,adseuerate
19475,19475,adseueratio,n,1,n-s---fn3-,adseueration,adseueratio
19477,19477,adsiccesco,v,1,v1spia--3-,adsiccesc adsiccu -,adsiccesco
19479,19479,adsido,v,1,v1spia--3-,adsid adsed adsess,adsido
19480,19480,adsidue,r,1,rp--------,assidu,adsidue
19481,19481,adsiduitas,n,1,n-s---fn3-,adsiduitat,adsiduitas
19482,19482,adsiduo,r,1,rp--------,,adsiduo
19483,19483,adsiduus,a,1,aps---mn1-,adsidu adsidu adsidu,adsiduus
19484,19484,adsignatio,n,1,n-s---fn3-,adsignation,adsignatio
19487,19487,adsilio,v,1,v1spia--3i,adsil adsilu adsult,adsilio
19488,19488,adsimiliter,r,1,rp--------,,adsimiliter
19489,19489,adsimulatio,n,1,n-s---fn3-,adsimulation,adsimulatio
19493,19493,adstipulatio,n,1,n-s---fn3-,adstipulation,adstipulatio
19494,19494,adstipulator,n,1,n-s---mn3-,adstipulator,adstipulator
19495,19495,adstipulatus,n,1,n-s---mn4-,adstipulat,adstipulatus
19497,19497,adsto,v,1,v1spia--1-,adst adstit -,adsto
19498,19498,adstrangulo,v,1,v1spia--1-,adstrangul adstrangulau adstrangula,adstrangulo
19499,19499,adstricte,r,1,rp--------,adstrict,adstricte
19500,19500,adstrictorius,a,1,aps---mn1-,adstrictori adstrictori adstrictori,adstrictorius
19501,19501,adstrido,v,1,v1spia--3-,adstrid - -,adstrido
19502,19502,adstringo,v,1,v1spia--3-,adstring adstrinx adstrict,adstringo
19503,19503,adstruo,v,1,v1spia--3-,adstru adstrux adstruct,adstruo
19504,19504,adsuetudo,n,1,n-s---fn3-,adsuetudin,adsuetudo
19505,19505,adsuetus,a,1,aps---mn1-,adsuet adsuet adsuet,adsuetus
19448,19448,adquiro,v,1,v1spia--3-,adquir adquisiu adquisit,adquiro
19459,a0760,adruo,v,1,v1spia--3-,adru adru adrut,adruo
19570,a0888,aegrotatio,n,1,n-s---fn3-,aegrotation,aegrotatio
19446,a0753,adoro,v,1,v1spia--1-,ador adorau adorat,adoro
119887,119887,ordia,n,0,n-p---nn2-,ordi,ordia
46017,c3105,concupisco,v,0,v1spia--3-,concupisc concupiu concupit,concupisco
19524,a0820,adultero,v,1,v1spia--1-,adulter adulterau adulterat,adultero
19555,a0842,aedes,n,1,n-s---fn3i,aed,aedes
46000,46000,comparate,r,0,rp--------,,comparate
19510,19510,adsumptio,n,1,n-s---fn3-,adsumption,adsumptio
19511,19511,adsurgo,v,1,v1spia--3-,adsurg adsurrex adsurrect,adsurgo
119894,119894,ordine,r,0,rp--------,,ordine
19533,a0764,aduecto,v,1,v1spia--1-,aduect aduectau aduectat,aduecto
19534,a0765,aduector,n,1,n-s---mn3-,aduector,aduector
19535,a8885,aduectus,n,1,n-s---mn4-,aduect,aduectus
19536,a0766,adueho,v,1,v1spia--3-,adueh aduex aduect,adueho
19537,a0768,aduelo,v,1,v1spia--1-,aduel aduelau aduelat,aduelo
19540,a0774,aduento,v,1,v1spia--1-,aduent aduentau aduentat,aduento
19541,a0775,aduentor,n,1,n-s---mn3-,aduentor,aduentor
19543,19543,aduerbialiter,r,1,rp--------,aduerbial,aduerbialiter
19542,a8886,aduentus,n,1,n-s---mn4-,aduent,aduentus
19544,a0779,aduerbium,n,1,n-s---nn2-,aduerbi,aduerbium
19545,a0786,aduersator,n,1,n-s---mn3-,aduersator,aduersator
19546,a0790,aduersitas,n,1,n-s---fn3-,aduersitat,aduersitas
19548,19548,aduersus,a,1,aps---mn1-,aduers aduers aduers,aduersus
19547,a2245,aduersum,n,1,n-s---nn2-,aduers,aduersum
19549,a0795,aduersus,r,1,rp--------,,aduersus
19550,a0799,aduigilo,v,1,v1spia--1-,aduigil aduigilau aduigilat,aduigilo
19551,a0800,aduiuo,v,1,v1spia--3-,aduiu aduix -,aduiuo
19516,a0804,adulatorius,a,1,aps---mn1-,adulatori adulatori adulatori,adulatorius
19517,a9973,adulescentia,n,1,n-s---fn1-,adulescenti,adulescentia
19518,a1639,adulescentula,n,1,n-s---fn1-,adulescentul,adulescentula
19526,19526,adumbratus,a,1,aps---mn1-,adumbrat adumbrat adumbrat,adumbratus
19520,a0812,adulter,a,1,aps---mn1r,adulter adulter adulter,adulter
19521,a0813,adulteratio,n,1,n-s---fn3-,adulteration,adulteratio
19523,a0819,adulterium,n,1,n-s---nn2-,adulteri,adulterium
19532,19532,adustus,a,1,aps---mn1-,adust adust adust,adustus
19525,a9821,adumbratio,n,1,n-s---fn3-,adumbration,adumbratio
19527,a0822,adumbro,v,1,v1spia--1-,adumbr adumbrau adumbrat,adumbro
19528,a0823,adunatio,n,1,n-s---fn3-,adunation,adunatio
19529,a9962,aduno,v,1,v1spia--1-,adun adunau adunat,aduno
19552,a0828,aduocatio,n,1,n-s---fn3-,aduocation,aduocatio
19553,a0794,aduocatus,n,1,n-s---mn2-,aduocat,aduocatus
19509,19509,adsumo,v,1,v1spia--3-,adsum adsumps adsumpt,adsumo
19530,a0836,aduro,v,1,v1spia--3-,adur aduss adust,aduro
19531,a0837,adustio,n,1,n-s---fn3-,adustion,adustio
19557,a0844,aedifex,n,1,n-s---mn3-,aedific,aedifex
19565,19565,aegre,r,1,rp--------,aegrius aegerrime,aegre
19558,a0845,aedificatio,n,1,n-s---fn3-,aedification,aedificatio
19560,a0851,aedificium,n,1,n-s---nn2-,aedifici,aedificium
19562,19562,Aedon,n,1,n-s---fn3-,Aedon,Aedon
19561,a0852,aedifico,v,1,v1spia--1-,aedific aedificau aedificat,aedifico
19563,a0866,aeger,a,1,aps---mn1r,aegr aegr aegr,aeger
19564,a0870,aegis,n,1,n-s---fn3-,aegid,aegis
19507,19507,adsultus,n,1,n-s---mn4-,adsult,adsultus
19567,a0881,aegrimonia,n,1,n-s---fn1-,aegrimoni,aegrimonia
19568,a0885,aegritudo,n,1,n-s---fn3-,aegritudin,aegritudo
19569,a0886,aegror,n,1,n-s---mn3-,aegror,aegror
46018,c2967,concauum,n,0,n-s---nn2-,concau,concauum
46004,46004,congeste,r,0,rp--------,,congeste
19615,19615,Aesopus,n,1,n-s---mn2-,Aesop,Aesopus
19585,19585,aequaliter,r,1,rp--------,aequalit,aequaliter
19577,a8887,aemulatus,n,1,n-s---mn4-,aemulat,aemulatus
19579,a0905,aenigma,n,1,n-s---nn3-,aenigmat,aenigma
19581,a0913,aequabilitas,n,1,n-s---fn3-,aequabilitat,aequabilitas
19589,19589,aeque,r,1,rp--------,aequ,aeque
19595,19595,aequiparabilis,a,1,aps---cn3i,aequiparabil aequiparabil aequiparabil,aequiparabilis
19587,a0921,aequanimus,a,1,aps---mn1-,aequanim aequanim aequanim,aequanimus
19588,a0922,aequatio,n,1,n-s---fn3-,aequation,aequatio
19596,19596,aequiparantia,n,1,n-s---fn1-,aequiparanti,aequiparantia
19591,a0938,aequilibritas,n,1,n-s---fn3-,aequilibritat,aequilibritas
19593,a0941,aequimanus,a,1,aps---mn1-,aequiman aequiman aequiman,aequimanus
19594,a0943,aequinoctium,n,1,n-s---nn2-,aequinocti,aequinoctium
19597,19597,aequiparatio,n,1,n-s---fn3-,aequiparation,aequiparatio
19600,19600,aequiter,r,1,rp--------,aequ,aequiter
19575,19575,Aelurus,n,1,n-s---mn2-,Aelur,Aelurus
